customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,avg_charge_per_minute,support_call_rate,high_service_calls,usage_intensity,customer_value_segment,rule_based_churn_risk_score,rule_based_churn_risk_level
CUST_000925,IA,134,415,No,Yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,0,train,0,1,501.6,274,55.699999999999996,0.11104465709728867,0.0,0,low_usage,medium_value,0,low
CUST_000926,NH,13,415,No,No,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0,train,0,0,583.8000000000001,285,60.37,0.10340870161014044,0.3076923076923077,1,medium_usage,medium_value,45,medium
CUST_000927,GA,90,415,No,No,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,0,train,0,0,588.4,299,51.370000000000005,0.0873045547246771,0.03333333333333333,0,medium_usage,low_value,10,low
CUST_000928,WI,111,415,No,Yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0,train,0,1,525.0,257,56.47,0.10756190476190476,0.02702702702702703,0,low_usage,medium_value,0,low
CUST_000929,CO,101,408,No,Yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0,train,0,1,555.5999999999999,295,65.7,0.11825053995680349,0.009900990099009901,0,medium_usage,high_value,0,low
CUST_000930,SC,72,415,No,No,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0,train,0,0,601.4,330,63.81999999999999,0.10611905553708013,0.0,0,medium_usage,high_value,10,low
CUST_000931,MI,67,510,No,Yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,0,train,0,1,675.1,333,68.68,0.10173307658124722,0.014925373134328358,0,high_usage,high_value,15,low
CUST_000932,MD,172,408,No,No,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1,train,0,0,633.1,333,74.75,0.11806981519507187,0.01744186046511628,0,high_usage,high_value,25,low
CUST_000933,IN,154,510,No,Yes,32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,2,0,train,0,1,571.6,291,58.4,0.10216934919524143,0.012987012987012988,0,medium_usage,medium_value,0,low
CUST_000934,ME,69,510,No,No,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,0,train,0,0,661.8,286,65.92,0.09960713206406771,0.028985507246376812,0,high_usage,high_value,10,low
CUST_000935,DC,123,415,No,No,0,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0,train,0,0,652.5999999999999,305,66.64,0.10211461844927983,0.024390243902439025,0,high_usage,high_value,25,low
CUST_000936,TN,130,415,No,Yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0,train,0,1,574.6,300,54.71,0.0952140619561434,0.0,0,medium_usage,low_value,0,low
CUST_000937,FL,142,415,No,Yes,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0,train,0,1,720.1999999999999,338,70.88000000000001,0.09841710635934466,0.014084507042253521,0,high_usage,high_value,15,low
CUST_000938,HI,87,408,No,Yes,28,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,0,train,0,1,553.6,327,54.31,0.09810332369942197,0.0,0,medium_usage,low_value,0,low
CUST_000939,NE,149,415,No,No,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0,train,0,0,384.2,284,41.03,0.10679333680374806,0.0,0,low_usage,low_value,10,low
CUST_000940,TN,146,408,Yes,No,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0,train,1,0,555.3000000000001,276,55.4,0.0997658923104628,0.0136986301369863,0,medium_usage,medium_value,30,low
CUST_000941,MD,88,415,Yes,No,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1,train,1,0,780.0,255,76.17999999999999,0.09766666666666665,0.045454545454545456,1,high_usage,high_value,80,high
CUST_000942,VT,48,510,No,No,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0,train,0,0,573.2,225,58.95,0.10284368457780879,0.020833333333333332,0,medium_usage,medium_value,10,low
CUST_000943,OR,135,415,No,No,0,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97,1,0,train,0,0,615.5,344,63.94,0.10388302193338748,0.007407407407407408,0,medium_usage,high_value,10,low
CUST_000944,IN,100,510,No,No,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0,train,0,0,519.0,339,61.080000000000005,0.11768786127167631,0.01,0,low_usage,medium_value,10,low
CUST_000945,MO,98,415,No,No,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0,train,0,0,738.4999999999999,276,72.1,0.09763033175355451,0.04081632653061224,1,high_usage,high_value,60,medium
CUST_000946,FL,75,510,No,Yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,0,train,0,1,478.4,306,47.919999999999995,0.10016722408026756,0.02666666666666667,0,low_usage,low_value,0,low
CUST_000947,DC,180,415,No,Yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0,train,0,1,679.2,282,70.57,0.10390164899882212,0.005555555555555556,0,high_usage,high_value,15,low
CUST_000948,VT,100,415,No,Yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,0,train,0,1,665.6,343,69.86,0.10495793269230769,0.01,0,high_usage,high_value,15,low
CUST_000949,OH,119,415,No,Yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16,2,0,train,0,1,695.4,324,69.07,0.09932412999712395,0.01680672268907563,0,high_usage,high_value,15,low
CUST_000950,LA,155,408,No,Yes,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0,train,0,1,657.1999999999999,304,61.84,0.09409616555082169,0.0064516129032258064,0,high_usage,medium_value,0,low
CUST_000951,IL,78,415,Yes,No,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1,train,1,0,664.0,321,72.24,0.10879518072289156,0.01282051282051282,0,high_usage,high_value,45,medium
CUST_000952,NJ,153,415,No,No,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0,train,0,0,580.3,322,60.07,0.10351542305703947,0.006535947712418301,0,medium_usage,medium_value,10,low
CUST_000953,NE,154,415,No,No,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0,train,0,0,612.7,336,62.01,0.10120776889179042,0.01948051948051948,0,medium_usage,medium_value,10,low
CUST_000954,WV,48,408,No,No,0,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,0,train,0,0,622.3,287,71.38,0.11470351920295678,0.020833333333333332,0,medium_usage,high_value,25,low
CUST_000955,ND,94,408,No,No,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0,train,0,0,630.8000000000001,294,61.55,0.09757450856055801,0.010638297872340425,0,high_usage,medium_value,10,low
CUST_000956,UT,139,415,No,No,0,165.0,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0,train,0,0,597.6,354,60.32999999999999,0.10095381526104416,0.007194244604316547,0,medium_usage,medium_value,10,low
CUST_000957,MS,126,415,No,No,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0,train,0,0,632.6999999999999,305,66.47,0.1050576892682156,0.007936507936507936,0,high_usage,high_value,10,low
CUST_000958,MN,122,415,No,No,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,0,train,0,0,581.8000000000001,319,51.239999999999995,0.0880715022344448,0.01639344262295082,0,medium_usage,low_value,10,low
CUST_000959,KS,131,415,No,Yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,0,train,0,1,724.3,320,74.58999999999999,0.10298218970040038,0.022900763358778626,0,high_usage,high_value,15,low
CUST_000960,KS,36,510,No,No,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,0,train,0,0,600.6,310,60.31999999999999,0.10043290043290042,0.027777777777777776,0,medium_usage,medium_value,10,low
CUST_000961,NV,180,510,No,No,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,0,train,0,0,550.4000000000001,283,54.68,0.09934593023255812,0.011111111111111112,0,low_usage,low_value,10,low
CUST_000962,MT,25,415,No,No,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0,train,0,0,545.1,312,52.25,0.09585397174830305,0.08,0,low_usage,low_value,10,low
CUST_000963,AK,120,415,No,No,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,0,train,0,0,476.50000000000006,312,52.57,0.1103252885624344,0.008333333333333333,0,low_usage,low_value,10,low
CUST_000964,AR,109,510,No,No,0,170.7,101,29.02,240.2,82,20.42,119.0,112,5.36,11.4,4,3.08,2,0,train,0,0,541.3,299,57.879999999999995,0.10692776648808425,0.01834862385321101,0,low_usage,medium_value,10,low
CUST_000965,LA,162,510,No,Yes,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,0,train,0,1,507.40000000000003,329,55.99,0.11034686637761135,0.0,0,low_usage,medium_value,0,low
CUST_000966,KS,124,510,No,Yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0,train,0,1,605.8,279,57.58,0.09504787058435128,0.008064516129032258,0,medium_usage,medium_value,0,low
CUST_000967,OR,177,408,No,No,0,84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,2,0,train,0,0,560.4,257,47.82,0.08533190578158459,0.011299435028248588,0,medium_usage,low_value,10,low
CUST_000968,WI,91,510,No,No,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0,train,0,0,690.7,299,69.89999999999999,0.10120167945562471,0.01098901098901099,0,high_usage,high_value,25,low
CUST_000969,CO,105,408,No,No,0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,1,train,0,0,684.6999999999999,273,75.71,0.11057397400321309,0.0,0,high_usage,high_value,25,low
CUST_000970,KS,24,510,No,No,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,1,train,0,0,626.5,283,69.36,0.11071029529130087,0.0,0,medium_usage,high_value,25,low
CUST_000971,IA,86,408,No,No,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0,train,0,0,459.50000000000006,329,45.43,0.09886833514689879,0.023255813953488372,0,low_usage,low_value,10,low
CUST_000972,NE,91,510,No,No,0,159.0,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0,train,0,0,506.6,328,55.15,0.10886300829056454,0.0,0,low_usage,medium_value,10,low
CUST_000973,OH,147,415,Yes,Yes,24,219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0,train,1,1,789.0,349,73.15,0.09271229404309253,0.02040816326530612,0,high_usage,high_value,35,medium
CUST_000974,TN,108,510,No,Yes,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1,train,0,1,603.3000000000001,279,56.44,0.09355212995193103,0.037037037037037035,1,medium_usage,medium_value,35,medium
CUST_000975,OK,159,510,No,No,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0,train,0,0,624.1,325,64.48,0.10331677615766705,0.031446540880503145,1,medium_usage,high_value,45,medium
CUST_000976,ND,136,510,Yes,No,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,0,train,1,0,639.6,286,72.13999999999999,0.11278924327704813,0.022058823529411766,0,high_usage,high_value,45,medium
CUST_000977,NC,45,408,No,Yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0,train,0,1,720.5,287,68.92999999999999,0.09566967383761275,0.022222222222222223,0,high_usage,high_value,15,low
CUST_000978,MN,122,415,No,No,0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,0,train,0,0,570.8000000000001,380,54.970000000000006,0.09630343377715488,0.01639344262295082,0,medium_usage,medium_value,10,low
CUST_000979,MN,138,415,No,No,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,0,train,0,0,625.4000000000001,285,62.050000000000004,0.09921650143907898,0.036231884057971016,1,medium_usage,medium_value,45,medium
CUST_000980,MA,132,415,No,No,0,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38,1,0,train,0,0,579.9,273,51.34,0.08853250560441456,0.007575757575757576,0,medium_usage,low_value,10,low
CUST_000981,GA,58,510,No,No,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,0,train,0,0,663.1999999999999,337,71.25,0.10743365500603137,0.034482758620689655,0,high_usage,high_value,25,low
CUST_000982,NV,81,415,No,No,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0,train,0,0,466.3,336,45.5,0.09757666738151405,0.012345679012345678,0,low_usage,low_value,10,low
CUST_000983,TX,87,415,No,No,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,0,train,0,0,593.8,323,56.879999999999995,0.09578982822499157,0.034482758620689655,0,medium_usage,medium_value,10,low
CUST_000984,ME,116,510,No,No,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0,train,0,0,590.8,298,64.61,0.10936018957345972,0.017241379310344827,0,medium_usage,high_value,10,low
CUST_000985,MN,62,510,No,Yes,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2,1,train,0,1,685.1999999999999,326,64.68,0.09439579684763574,0.03225806451612903,0,high_usage,high_value,0,low
CUST_000986,TN,98,415,No,No,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,0,train,0,0,573.3,281,54.91,0.09577882435025292,0.02040816326530612,0,medium_usage,low_value,10,low
CUST_000987,RI,107,510,Yes,No,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,0,train,1,0,698.8000000000001,267,68.17,0.09755294791070405,0.018691588785046728,0,high_usage,high_value,45,medium
CUST_000988,NC,30,510,No,No,0,145.0,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,3,0,train,0,0,589.9,326,55.9,0.09476182403797254,0.1,0,medium_usage,medium_value,10,low
CUST_000989,MA,40,408,No,Yes,31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1,train,0,1,487.0,259,57.07000000000001,0.11718685831622178,0.025,0,low_usage,medium_value,0,low
CUST_000990,TN,72,408,No,No,0,147.0,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,0,train,0,0,482.70000000000005,266,48.959999999999994,0.10142945929148538,0.013888888888888888,0,low_usage,low_value,10,low
CUST_000991,WY,95,415,No,Yes,39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,0,train,0,1,679.9000000000001,343,74.01,0.10885424327106927,0.010526315789473684,0,high_usage,high_value,15,low
CUST_000992,IA,42,415,No,No,0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9.0,3,2.43,0,0,train,0,0,486.2,303,49.900000000000006,0.10263266145619088,0.0,0,low_usage,low_value,10,low
CUST_000993,IN,86,415,No,No,0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,0,train,0,0,655.0,297,61.67,0.0941526717557252,0.011627906976744186,0,high_usage,medium_value,10,low
CUST_000994,FL,55,510,No,Yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,1,train,0,1,491.5,327,49.24,0.10018311291963378,0.07272727272727272,1,low_usage,low_value,35,medium
CUST_000995,MT,74,415,No,No,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,0,train,0,0,646.7,293,63.080000000000005,0.09754136384722437,0.0,0,high_usage,medium_value,10,low
CUST_000996,ND,81,408,Yes,Yes,37,237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1,0,train,1,1,780.4999999999999,324,77.11,0.09879564381806535,0.012345679012345678,0,high_usage,high_value,35,medium
CUST_000997,MI,81,408,No,No,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,0,train,0,0,617.2,284,60.22,0.0975696694750486,0.04938271604938271,1,medium_usage,medium_value,45,medium
CUST_000998,MT,28,415,No,No,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,1,train,0,0,517.4,284,45.39000000000001,0.08772709702357945,0.21428571428571427,1,low_usage,low_value,45,medium
CUST_000999,AL,111,510,No,No,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0,0,train,0,0,539.0,326,56.87,0.10551020408163264,0.0,0,low_usage,medium_value,10,low
CUST_001000,NV,3,510,No,Yes,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,0,train,0,1,603.9,289,47.93,0.07936744494121543,0.6666666666666666,0,medium_usage,low_value,0,low
CUST_001001,FL,68,415,No,Yes,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0,train,0,1,643.3,312,65.37,0.10161666407585887,0.014705882352941176,0,high_usage,high_value,0,low
CUST_001002,NY,163,408,No,No,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,1,train,0,0,694.1,274,75.14,0.10825529462613456,0.0,0,high_usage,high_value,25,low
CUST_001003,KS,87,510,No,No,0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,0,train,0,0,636.8000000000001,232,56.54,0.08878768844221105,0.022988505747126436,0,high_usage,medium_value,10,low
CUST_001004,NC,58,510,No,No,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1,train,0,0,596.6,282,52.38,0.08779751927589675,0.0,0,medium_usage,low_value,10,low
CUST_001005,MN,109,408,No,No,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0,train,0,0,537.8,369,53.28,0.09907028635180365,0.0,0,low_usage,low_value,10,low
CUST_001006,RI,111,415,No,No,0,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,0,train,0,0,743.5,307,73.04,0.0982380632145259,0.036036036036036036,1,high_usage,high_value,60,medium
CUST_001007,UT,144,415,No,No,0,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2,0,train,0,0,374.4,268,42.63999999999999,0.11388888888888887,0.013888888888888888,0,low_usage,low_value,10,low
CUST_001008,OR,135,415,No,No,0,263.8,66,44.85,251.3,116,21.36,200.1,112,9.0,8.4,2,2.27,5,1,train,0,0,723.6,296,77.48,0.10707573244886678,0.037037037037037035,1,high_usage,high_value,60,medium
CUST_001009,SC,109,415,No,Yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,0,train,0,1,624.1,309,66.65,0.10679378304758853,0.03669724770642202,1,medium_usage,high_value,50,medium
CUST_001010,IL,107,415,No,Yes,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0,train,0,1,516.3,305,47.199999999999996,0.09141971721867131,0.009345794392523364,0,low_usage,low_value,0,low
CUST_001011,OH,149,408,No,No,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0,train,0,0,495.5,294,54.04,0.10906155398587285,0.013422818791946308,0,low_usage,low_value,10,low
CUST_001012,MA,56,510,No,No,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,0,train,0,0,587.6,348,66.6,0.11334240980258678,0.017857142857142856,0,medium_usage,high_value,25,low
CUST_001013,OR,129,408,No,No,0,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0,train,0,0,604.0,288,51.43000000000001,0.08514900662251657,0.0,0,medium_usage,low_value,10,low
CUST_001014,CA,92,408,No,No,0,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,0,train,0,0,639.0,332,70.44999999999999,0.11025039123630671,0.0,0,high_usage,high_value,25,low
CUST_001015,WV,67,415,No,Yes,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,0,train,0,1,674.1,309,59.13,0.087716955941255,0.014925373134328358,0,high_usage,medium_value,0,low
CUST_001016,VT,120,415,No,No,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,0,train,0,0,609.7,291,67.9,0.1113662456946039,0.0,0,medium_usage,high_value,25,low
CUST_001017,GA,76,408,No,No,0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0,train,0,0,549.5999999999999,288,58.540000000000006,0.10651382823871909,0.0,0,low_usage,medium_value,10,low
CUST_001018,ME,79,415,No,No,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,0,train,0,0,686.9,391,68.99,0.10043674479545785,0.02531645569620253,0,high_usage,high_value,25,low
CUST_001019,HI,98,415,No,Yes,31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,0,train,0,1,651.4999999999999,337,63.74,0.09783576362240984,0.02040816326530612,0,high_usage,high_value,0,low
CUST_001020,AZ,141,510,No,Yes,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,0,train,0,1,712.4,316,73.89,0.10371982032565974,0.0070921985815602835,0,high_usage,high_value,15,low
CUST_001021,IA,46,510,No,No,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,0,train,0,0,595.1,280,60.97,0.10245336918165014,0.06521739130434782,0,medium_usage,medium_value,10,low
CUST_001022,CT,137,415,No,No,0,115.0,130,19.55,137.8,83,11.71,224.0,61,10.08,7.3,4,1.97,3,0,train,0,0,484.1,278,43.31,0.0894649865730221,0.021897810218978103,0,low_usage,low_value,10,low
CUST_001023,WA,171,408,No,No,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,1,train,0,0,646.1,297,74.25000000000001,0.11492029097662902,0.005847953216374269,0,high_usage,high_value,25,low
CUST_001024,VA,10,415,No,No,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,0,train,0,0,615.5999999999999,336,64.49000000000001,0.10475958414554909,0.1,0,medium_usage,high_value,10,low
CUST_001025,CO,88,510,No,No,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0,train,0,0,545.8,304,44.78000000000001,0.08204470502015393,0.03409090909090909,0,low_usage,low_value,10,low
CUST_001026,TX,82,415,No,No,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1,train,0,0,640.0000000000001,286,62.199999999999996,0.09718749999999998,0.036585365853658534,0,high_usage,medium_value,10,low
CUST_001027,SD,139,510,No,No,0,196.0,135,33.32,186.0,146,15.81,153.0,92,6.89,9.8,1,2.65,3,0,train,0,0,544.8,374,58.67,0.10769089574155655,0.02158273381294964,0,low_usage,medium_value,10,low
CUST_001028,VA,87,415,No,No,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0,train,0,0,561.0,344,58.01,0.10340463458110516,0.0,0,medium_usage,medium_value,10,low
CUST_001029,NY,137,415,Yes,No,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0,train,1,0,607.4,339,58.099999999999994,0.09565360553177477,0.014598540145985401,0,medium_usage,medium_value,30,low
CUST_001030,WA,45,510,No,No,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1,1,train,0,0,457.49999999999994,332,39.57,0.08649180327868854,0.022222222222222223,0,low_usage,low_value,10,low
CUST_001031,TN,103,415,No,No,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0,train,0,0,617.1,308,57.019999999999996,0.09239993518068383,0.009708737864077669,0,medium_usage,medium_value,10,low
CUST_001032,CT,100,415,No,No,0,235.8,130,40.09,176.0,69,14.96,63.6,122,2.86,7.3,1,1.97,2,0,train,0,0,482.70000000000005,322,59.88,0.1240522063393412,0.02,0,low_usage,medium_value,10,low
CUST_001033,WA,110,510,No,No,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0,train,0,0,468.09999999999997,296,52.22,0.11155735953856014,0.02727272727272727,0,low_usage,low_value,10,low
CUST_001034,NH,124,415,No,No,0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0,train,0,0,498.20000000000005,288,60.019999999999996,0.12047370533922118,0.016129032258064516,0,low_usage,medium_value,10,low
CUST_001035,MT,10,510,No,No,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0,train,0,0,612.9000000000001,259,61.010000000000005,0.09954315549029205,0.2,0,medium_usage,medium_value,10,low
CUST_001036,NE,89,415,No,Yes,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,0,train,0,1,827.7,368,70.38,0.08503080826386371,0.02247191011235955,0,high_usage,high_value,15,low
CUST_001037,WA,121,408,No,No,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,0,train,0,0,535.7,310,60.24,0.11245099869329848,0.01652892561983471,0,low_usage,medium_value,10,low
CUST_001038,WI,101,415,No,No,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3,0,train,0,0,636.8000000000001,284,68.1,0.10694095477386932,0.0297029702970297,0,high_usage,high_value,25,low
CUST_001039,AR,103,415,No,Yes,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,0,train,0,1,544.6,345,58.86,0.10807932427469702,0.019417475728155338,0,low_usage,medium_value,0,low
CUST_001040,WI,51,408,No,No,0,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,1,0,train,0,0,596.3,263,62.410000000000004,0.10466208284420594,0.0196078431372549,0,medium_usage,medium_value,10,low
CUST_001041,DE,2,415,Yes,No,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,1,train,1,0,472.70000000000005,250,45.400000000000006,0.096044002538608,1.0,0,low_usage,low_value,30,low
CUST_001042,NH,111,510,No,No,0,197.1,117,33.51,227.8,128,19.36,214.0,101,9.63,9.3,11,2.51,0,0,train,0,0,648.1999999999999,357,65.01,0.10029311940759027,0.0,0,high_usage,high_value,10,low
