customer_id,feedback_text,feedback_category,sentiment,complaint_intensity
CUST_000718,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000719,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000720,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000721,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000722,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000723,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000724,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000725,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000726,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000727,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000728,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000729,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000730,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000731,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000732,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000733,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000734,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000735,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000736,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000737,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000738,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000739,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000740,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000741,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000742,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000743,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000744,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000745,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000746,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000747,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000748,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000749,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000750,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000751,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000752,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000753,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000754,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000755,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000756,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000757,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000758,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000759,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000760,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000761,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000762,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000763,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000764,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000765,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000766,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000767,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000768,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000769,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000770,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000771,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000772,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000773,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000774,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000775,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000776,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000777,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000778,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000779,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000780,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000781,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000782,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000783,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000784,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000785,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000786,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000787,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000788,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000789,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000790,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000791,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000792,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000793,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000794,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000795,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000796,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000797,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000798,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000799,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000800,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000801,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000802,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000803,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000804,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000805,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000806,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000807,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000808,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000809,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000810,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000811,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000812,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000813,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000814,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000815,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000816,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000817,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000818,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000819,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000820,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000821,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000822,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000823,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000824,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000825,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000826,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000827,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000828,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000829,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000830,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000831,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000832,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000833,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000834,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000835,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000836,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000837,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000838,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000839,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000840,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000841,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000842,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000843,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000844,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000845,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000846,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000847,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000848,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000849,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000850,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000851,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000852,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000853,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000854,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000855,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000856,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000857,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000858,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000859,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000860,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000861,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000862,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000863,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000864,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000865,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000866,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000867,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000868,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000869,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000870,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000871,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000872,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000873,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000874,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000875,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000876,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000877,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000878,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000879,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000880,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000881,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000882,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000883,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000884,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000885,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000886,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000887,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000888,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000889,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000890,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000891,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000892,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000893,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000894,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000895,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000896,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000897,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000898,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000899,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000900,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000901,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000902,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000903,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000904,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000905,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000906,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000907,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000908,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000909,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000910,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000911,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000912,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_000913,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000914,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000915,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000916,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000917,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000918,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000919,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000920,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000921,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000922,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000923,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000924,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000925,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000926,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000927,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000928,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000929,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000930,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000931,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000932,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000933,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000934,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000935,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000936,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000937,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000938,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000939,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000940,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000941,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000942,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000943,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000944,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000945,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000946,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000947,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000948,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000949,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000950,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000951,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000952,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000953,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000954,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000955,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000956,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000957,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000958,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000959,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000960,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000961,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000962,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000963,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000964,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000965,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000966,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000967,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000968,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000969,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000970,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000971,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000972,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000973,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000974,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000975,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000976,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000977,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000978,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000979,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000980,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000981,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000982,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000983,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000984,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000985,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000986,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000987,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000988,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000989,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_000990,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000991,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000992,The service works well and I have no major complaints.,service_quality,positive,1
CUST_000993,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000994,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000995,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000996,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_000997,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000998,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_000999,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001000,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001001,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001002,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001003,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001004,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001005,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001006,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001007,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001008,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001009,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001010,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001011,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001012,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001013,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001014,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001015,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001016,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001017,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001018,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001019,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001020,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001021,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001022,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001023,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001024,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001025,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001026,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001027,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001028,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001029,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001030,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001031,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001032,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001033,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001034,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001035,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001036,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001037,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001038,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001039,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001040,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001041,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001042,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001043,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001044,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001045,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001046,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001047,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001048,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001049,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001050,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001051,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001052,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001053,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001054,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001055,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001056,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001057,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001058,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001059,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001060,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001061,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001062,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001063,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001064,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001065,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001066,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001067,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001068,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001069,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001070,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001071,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001072,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001073,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001074,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001075,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001076,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001077,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001078,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001079,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001080,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001081,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001082,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001083,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001084,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001085,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001086,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001087,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001088,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001089,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001090,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001091,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001092,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001093,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001094,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001095,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001096,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001097,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001098,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001099,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001100,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001101,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001102,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001103,"I contacted customer support several times, but my issue was not solved.",customer_support,negative,5
CUST_001104,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001105,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001106,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001107,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001108,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001109,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001110,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001111,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001112,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001113,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001114,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001115,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001116,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001117,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001118,I am considering switching to another provider because I am not satisfied.,churn_intent,negative,5
CUST_001119,"I use the service a lot, but the monthly cost is becoming high.",pricing,neutral,3
CUST_001120,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001121,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
CUST_001122,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001123,The service works well and I have no major complaints.,service_quality,positive,1
CUST_001124,"The international plan is useful, but it feels too expensive for my usage.",pricing,negative,4
